909.48,1128.67,0.0,0.0
909.486,1128.67,0.0,0.0
909.5,1128.67,0.0,0.0
909.51,1128.67,0.0,0.0
909.522,1128.67,0.0,0.0
909.612,1128.67,0.0,0.0
909.69,1128.67,0.0,0.0
909.786,1128.67,0.0,0.0
909.9,1128.67,0.0,0.0
909.986,1128.67,0.0,0.0
910.182,1128.67,0.0,0.0
910.35,1128.67,0.0,0.0
910.472,1128.67,0.0,0.0
910.74,1128.67,0.0,0.0068832150007
910.961,1128.67,0.0,0.0
911.201,1128.67,0.0,0.0058930543851
911.459,1128.67,0.0,0.0054968993817
911.641,1128.67,0.0,0.0
912.131,1128.67,0.0,0.0
912.34,1128.67,0.0,0.0
912.781,1128.67,0.0,0.0
913.131,1128.67,0.0,0.0040789060232
913.375,1128.68,0.0,0.0079058562076
913.885,1128.68,0.0,0.0074412668149
914.288,1128.68,0.0,0.0075738944416
914.707,1128.69,0.0,0.0068493905053
915.144,1128.69,0.0,0.0102800809665
915.445,1128.69,0.0,0.0132376473713
916.231,1128.7,0.0,0.0124729135785
916.724,1128.71,0.0,0.017878287855
917.235,1128.72,0.0,0.022936777794
917.763,1128.73,0.0,0.028005216114
918.125,1128.74,0.0,0.030089140134
918.87,1128.77,0.0,0.031810908179
919.449,1128.79,0.0,0.030525123568
919.845,1128.8,0.0,0.030276064977
920.659,1128.82,0.0,0.031228142492
921.289,1128.84,0.0,0.030409582722
921.936,1128.86,0.0,0.032165210169
922.6,1128.88,0.0,0.033516270122
923.052,1128.9,0.0,0.03084696242
923.977,1128.93,0.0,0.036090457339
924.691,1128.96,0.0,0.039571692557
925.176,1128.98,0.0,0.036764503785
926.167,1129.01,0.0,0.037613257764
926.931,1129.04,0.0,0.040862713158
927.71,1129.07,0.0,0.040031936078
928.506,1129.11,0.0,0.039216343369
929.046,1129.13,0.0,0.036886153286
930.145,1129.17,0.0,0.043193950439
930.706,1129.19,0.0,0.042629336184
931.274,1129.22,0.0,0.045516810136
932.43,1129.27,0.0,0.04947661484
933.316,1129.32,0.0,0.050386455369
933.615,1129.33,0.0,0.051741878647
934.829,1129.4,0.0,0.055476535781
935.757,1129.45,0.0,0.057667273997
936.701,1129.51,0.0,0.060057154366
937.66,1129.56,0.0,0.06355444662
937.984,1129.59,0.0,0.064745459812
938.964,1129.65,0.0,0.066708781529
940.293,1129.74,0.0,0.072813771336
941.309,1129.82,0.0,0.074792451957
942.339,1129.9,0.0,0.079544985547
943.034,1129.95,0.0,0.082928133219
943.736,1130.01,0.0,0.086242514889
945.158,1130.14,0.0,0.090451552717
945.879,1130.21,0.0,0.093646902881
946.606,1130.27,0.0,0.095758054049
947.708,1130.38,0.0,0.102674971372
948.824,1130.5,0.0,0.106391477074
949.576,1130.58,0.0,0.109596426553
950.717,1130.71,0.0,0.113622553797
951.869,1130.84,0.0,0.115981192759
952.646,1130.93,0.0,0.120118148458
953.823,1131.08,0.0,0.121180705362
954.616,1131.17,0.0,0.122768781129
955.414,1131.28,0.0,0.126712005198
957.027,1131.48,0.0,0.129965649384
957.842,1131.59,0.0,0.131383031877
958.663,1131.7,0.0,0.132627452167
959.077,1131.75,0.0,0.13225063542
960.744,1131.98,0.0,0.137490814212
962.009,1132.16,0.0,0.140809035608
962.434,1132.22,0.0,0.140419827018
963.714,1132.4,0.0,0.146121296529
965.008,1132.59,0.0,0.148978925338
965.441,1132.66,0.0,0.15078604002
967.182,1132.93,0.0,0.156068979397
968.054,1133.07,0.0,0.158733574708
968.925,1133.2,0.0,0.160570883599
969.795,1133.35,0.0,0.164676074292
971.095,1133.57,0.0,0.169163317722
972.394,1133.79,0.0,0.1760339838
972.826,1133.87,0.0,0.17775487918
974.556,1134.19,0.0,0.18673809269
975.42,1134.35,0.0,0.19181874832
976.287,1134.53,0.0,0.19787853408
977.149,1134.7,0.0,0.20368873765
978.443,1134.97,0.0,0.2136632986
979.303,1135.16,0.0,0.21949095547
980.161,1135.36,0.0,0.22537795356
981.447,1135.66,0.0,0.23433498712
982.302,1135.86,0.0,0.23849410851
983.155,1136.07,0.0,0.24528693287
984.012,1136.29,0.0,0.25046358165
985.294,1136.62,0.0,0.259879637
986.146,1136.85,0.0,0.26611744642
987.0,1137.09,0.0,0.27129758586
988.269,1137.45,0.0,0.28021098617
989.116,1137.69,0.0,0.28471219224
989.958,1137.94,0.0,0.29049621586
990.804,1138.19,0.0,0.29598527871
992.068,1138.59,0.0,0.30394398351
992.909,1138.85,0.0,0.30822702333
993.75,1139.12,0.0,0.3124489766
995.009,1139.53,0.0,0.31954199772
995.847,1139.81,0.0,0.32470991985
996.684,1140.1,0.0,0.32990576726
997.101,1140.24,0.0,0.33153590548
998.771,1140.82,0.0,0.33783131079
999.603,1141.11,0.0,0.34255417377
1000.02,1141.26,0.0,0.34417558534
1001.68,1141.86,0.0,0.35073279015
1002.51,1142.17,0.0,0.35503851926
1002.92,1142.32,0.0,0.35646096321
1003.75,1142.63,0.0,0.35946467614
1004.99,1143.1,0.0,0.36228512942
1005.82,1143.41,0.0,0.36567281495
1006.64,1143.73,0.0,0.36762583922
1007.88,1144.2,0.0,0.36929262937
1008.7,1144.53,0.0,0.37190538838
1009.52,1144.85,0.0,0.37258083109
1009.93,1145.01,0.0,0.37313933669
1011.58,1145.65,0.0,0.37642404775
1012.4,1145.98,0.0,0.37757945621
1012.81,1146.14,0.0,0.37726180615
1014.04,1146.63,0.0,0.3779861181
1014.87,1146.95,0.0,0.37726180615
1015.69,1147.28,0.0,0.38026726441
1016.1,1147.44,0.0,0.38003862618
1017.74,1148.1,0.0,0.38013985532
1018.56,1148.43,0.0,0.38006480613
1018.97,1148.59,0.0,0.38106488022
1020.2,1149.08,0.0,0.38204051969
1021.02,1149.41,0.0,0.38276308631
1021.84,1149.74,0.0,0.38232500848
1022.66,1150.07,0.0,0.38296379926
1023.89,1150.57,0.0,0.38235118843
1024.71,1150.89,0.0,0.38132318906
1025.53,1151.22,0.0,0.38352405019
1026.76,1151.72,0.0,0.38091129118
1027.58,1152.04,0.0,0.38003862618
1027.99,1152.21,0.0,0.38003862618
1028.81,1152.54,0.0,0.38206669964
1030.04,1153.03,0.0,0.38317847485
1030.86,1153.36,0.0,0.38494649414
1031.67,1153.69,0.0,0.38453285093
1032.49,1154.02,0.0,0.38481908505
1033.72,1154.52,0.0,0.38699900222
1034.54,1154.85,0.0,0.38746849599
1034.94,1155.02,0.0,0.38844239013
1035.76,1155.36,0.0,0.39061707131
1036.99,1155.86,0.0,0.39325950093
1037.81,1156.2,0.0,0.39325950093
1038.62,1156.54,0.0,0.39470288884
1039.85,1157.05,0.0,0.39700148845
1040.66,1157.39,0.0,0.39922329354
1041.47,1157.74,0.0,0.40095815156
1041.88,1157.91,0.0,0.40138924807
1043.1,1158.43,0.0,0.40255861917
